Local time,Open_eurusd,High_eurusd,Low_eurusd,Close_eurusd,Volume_eurusd,Inflation_Rate_EU,Inflation_Rate_USA,Interest_Rate_EU,Interest_Rate_GER,Funds_Rate_FED,Close_S&P500,Close_DAX
18.02.2018 00:00:00.000 GMT+0200,1.24041,1.24041,1.24041,1.24041,0,1.1,1.8,1.38,0.66,1.42,2732.22,12451.95996
19.02.2018 00:00:00.000 GMT+0200,1.24015,1.24349,1.2369,1.24065,1.93E+11,1.1,1.8,1.38,0.66,1.42,2732.22,12385.59961
20.02.2018 00:00:00.000 GMT+0200,1.24064,1.24122,1.23199,1.23373,2.68E+11,1.1,1.8,1.38,0.66,1.42,2716.26,12487.90039
21.02.2018 00:00:00.000 GMT+0200,1.23376,1.23598,1.2281,1.22829,2.80E+11,1.1,1.8,1.38,0.66,1.42,2701.33,12470.49023
22.02.2018 00:00:00.000 GMT+0200,1.22828,1.2352,1.22597,1.23305,2.60E+11,1.1,1.8,1.38,0.66,1.42,2703.96,12461.91016
23.02.2018 00:00:00.000 GMT+0200,1.23301,1.23372,1.22798,1.22937,2.28E+11,1.1,1.8,1.38,0.66,1.42,2747.3,12483.79004
24.02.2018 00:00:00.000 GMT+0200,1.22937,1.22937,1.22937,1.22937,0,1.1,1.8,1.38,0.66,1.42,2747.3,12483.79004
25.02.2018 00:00:00.000 GMT+0200,1.22937,1.22937,1.22937,1.22937,0,1.1,1.8,1.38,0.66,1.42,2747.3,12483.79004
26.02.2018 00:00:00.000 GMT+0200,1.22928,1.2355,1.22776,1.23169,2.24E+11,1.1,1.8,1.38,0.66,1.42,2779.6,12527.04004
27.02.2018 00:00:00.000 GMT+0200,1.23169,1.23462,1.22216,1.22328,2.51E+11,1.1,1.8,1.38,0.66,1.42,2744.28,12490.73047
28.02.2018 00:00:00.000 GMT+0200,1.2233,1.22412,1.21878,1.21939,2.54E+11,1.1,1.8,1.38,0.66,1.35,2713.83,12435.84961
01.03.2018 00:00:00.000 GMT+0200,1.21936,1.2273,1.21546,1.22671,2.82E+11,1.4,2.1,1.27,0.53,1.42,2677.67,12190.94043
02.03.2018 00:00:00.000 GMT+0200,1.22658,1.23358,1.22514,1.23186,2.72E+11,1.4,2.1,1.27,0.53,1.42,2691.25,11913.70996
03.03.2018 00:00:00.000 GMT+0200,1.23186,1.23186,1.23186,1.23186,0,1.4,2.1,1.27,0.53,1.42,2691.25,11913.70996
04.03.2018 00:00:00.000 GMT+0200,1.23186,1.23186,1.23186,1.23186,0,1.4,2.1,1.27,0.53,1.42,2691.25,11913.70996
05.03.2018 00:00:00.000 GMT+0200,1.23248,1.23641,1.22688,1.23356,2.58E+11,1.4,2.1,1.27,0.53,1.42,2720.94,12090.87012
06.03.2018 00:00:00.000 GMT+0200,1.23356,1.24199,1.23281,1.24038,2.42E+11,1.4,2.1,1.27,0.53,1.42,2728.12,12113.87012
07.03.2018 00:00:00.000 GMT+0200,1.24037,1.2445,1.23847,1.2411,2.78E+11,1.4,2.1,1.27,0.53,1.42,2726.8,12245.36035
08.03.2018 00:00:00.000 GMT+0200,1.24108,1.2446,1.22979,1.23104,2.69E+11,1.4,2.1,1.27,0.53,1.42,2738.97,12355.57031
09.03.2018 00:00:00.000 GMT+0200,1.23103,1.23342,1.2273,1.23041,2.74E+11,1.4,2.1,1.27,0.53,1.42,2786.57,12346.67969
10.03.2018 00:00:00.000 GMT+0200,1.23041,1.23041,1.23041,1.23041,0,1.4,2.1,1.27,0.53,1.42,2786.57,12346.67969
11.03.2018 00:00:00.000 GMT+0200,1.23041,1.23041,1.23041,1.23041,0,1.4,2.1,1.27,0.53,1.42,2786.57,12346.67969
11.03.2018 23:00:00.000 GMT+0200,1.23094,1.23455,1.22903,1.23339,2.04E+11,1.4,2.1,1.27,0.53,1.42,2783.02,12418.38965
12.03.2018 23:00:00.000 GMT+0200,1.23332,1.24074,1.23145,1.23894,2.50E+11,1.4,2.1,1.27,0.53,1.42,2765.31,12221.03027
13.03.2018 23:00:00.000 GMT+0200,1.23893,1.24125,1.23471,1.23673,2.22E+11,1.4,2.1,1.27,0.53,1.42,2749.48,12237.74023
14.03.2018 23:00:00.000 GMT+0200,1.23671,1.23836,1.23001,1.23043,2.24E+11,1.4,2.1,1.27,0.53,1.43,2747.33,12345.55957
15.03.2018 23:00:00.000 GMT+0200,1.23039,1.2336,1.22602,1.22889,2.06E+11,1.4,2.1,1.27,0.53,1.43,2752.01,12389.58008
16.03.2018 23:00:00.000 GMT+0200,1.22889,1.22889,1.22889,1.22889,0,1.4,2.1,1.27,0.53,1.43,2752.01,12389.58008
17.03.2018 23:00:00.000 GMT+0200,1.22889,1.22889,1.22889,1.22889,0,1.4,2.1,1.27,0.53,1.43,2752.01,12389.58008
18.03.2018 23:00:00.000 GMT+0200,1.22817,1.23586,1.22579,1.23348,2.25E+11,1.4,2.1,1.27,0.53,1.43,2712.92,12217.01953
19.03.2018 23:00:00.000 GMT+0200,1.23348,1.23545,1.22399,1.22413,2.41E+11,1.4,2.1,1.27,0.53,1.44,2716.94,12307.33008
20.03.2018 23:00:00.000 GMT+0200,1.22412,1.23499,1.22402,1.23378,2.60E+11,1.4,2.1,1.27,0.53,1.44,2711.93,12309.15039
21.03.2018 23:00:00.000 GMT+0200,1.23376,1.23884,1.22855,1.23017,2.75E+11,1.4,2.1,1.27,0.53,1.68,2643.69,12100.08008
22.03.2018 23:00:00.000 GMT+0200,1.23017,1.23733,1.23001,1.23522,2.73E+11,1.4,2.1,1.27,0.53,1.68,2588.26,11886.30957
23.03.2018 23:00:00.000 GMT+0200,1.23522,1.23522,1.23522,1.23522,0,1.4,2.1,1.27,0.53,1.68,2588.26,11886.30957
24.03.2018 23:00:00.000 GMT+0200,1.23522,1.23522,1.23522,1.23522,0,1.4,2.1,1.27,0.53,1.68,2588.26,11886.30957
26.03.2018 00:00:00.000 GMT+0300,1.2347,1.24615,1.2347,1.24436,2.63E+11,1.4,2.1,1.27,0.53,1.68,2658.55,11787.25977
27.03.2018 00:00:00.000 GMT+0300,1.24433,1.24765,1.23723,1.24022,3.10E+11,1.4,2.1,1.27,0.53,1.68,2612.62,11970.83008
28.03.2018 00:00:00.000 GMT+0300,1.24018,1.24215,1.23001,1.23085,2.71E+11,1.4,2.1,1.27,0.53,1.68,2605,11940.70996
29.03.2018 00:00:00.000 GMT+0300,1.23081,1.23352,1.22838,1.23002,2.43E+11,1.4,2.1,1.27,0.53,1.68,2640.87,12096.73047
30.03.2018 00:00:00.000 GMT+0300,1.23003,1.23305,1.22898,1.232,88298780884,1.4,2.1,1.27,0.53,1.67,2640.87,12096.73047
31.03.2018 00:00:00.000 GMT+0300,1.232,1.232,1.232,1.232,0,1.4,2.1,1.27,0.53,1.67,2640.87,12096.73047
01.04.2018 00:00:00.000 GMT+0300,1.232,1.232,1.232,1.232,0,1.2,2.1,1.19,0.48,1.67,2640.87,12096.73047
02.04.2018 00:00:00.000 GMT+0300,1.23199,1.23449,1.2282,1.2301,1.55E+11,1.2,2.1,1.19,0.48,1.68,2581.88,12096.73047
03.04.2018 00:00:00.000 GMT+0300,1.23008,1.23352,1.22537,1.22705,2.30E+11,1.2,2.1,1.19,0.48,1.69,2614.45,12002.4502
04.04.2018 00:00:00.000 GMT+0300,1.22704,1.23145,1.2257,1.22776,2.33E+11,1.2,2.1,1.19,0.48,1.69,2644.69,11957.90039
05.04.2018 00:00:00.000 GMT+0300,1.22772,1.22901,1.22182,1.22397,2.20E+11,1.2,2.1,1.19,0.48,1.69,2662.84,12305.19043
06.04.2018 00:00:00.000 GMT+0300,1.22398,1.22907,1.22151,1.22792,2.82E+11,1.2,2.1,1.19,0.48,1.69,2604.47,12241.26953
07.04.2018 00:00:00.000 GMT+0300,1.22792,1.22792,1.22792,1.22792,0,1.2,2.1,1.19,0.48,1.69,2604.47,12241.26953
08.04.2018 00:00:00.000 GMT+0300,1.22792,1.22792,1.22792,1.22792,0,1.2,2.1,1.19,0.48,1.69,2604.47,12241.26953
09.04.2018 00:00:00.000 GMT+0300,1.22824,1.23308,1.22602,1.23204,2.46E+11,1.2,2.1,1.19,0.48,1.69,2613.16,12261.75
10.04.2018 00:00:00.000 GMT+0300,1.23205,1.23776,1.23027,1.23555,2.67E+11,1.2,2.1,1.19,0.48,1.69,2656.87,12397.32031
11.04.2018 00:00:00.000 GMT+0300,1.23554,1.23964,1.2347,1.23666,3.01E+11,1.2,2.1,1.19,0.48,1.69,2642.19,12293.96973
12.04.2018 00:00:00.000 GMT+0300,1.23664,1.23797,1.22993,1.23264,2.48E+11,1.2,2.1,1.19,0.48,1.69,2663.99,12415.00977
13.04.2018 00:00:00.000 GMT+0300,1.23263,1.23458,1.2307,1.23282,2.14E+11,1.2,2.1,1.19,0.48,1.69,2656.3,12442.40039
14.04.2018 00:00:00.000 GMT+0300,1.23282,1.23282,1.23282,1.23282,0,1.2,2.1,1.19,0.48,1.69,2656.3,12442.40039
15.04.2018 00:00:00.000 GMT+0300,1.23282,1.23282,1.23282,1.23282,0,1.2,2.1,1.19,0.48,1.69,2656.3,12442.40039
16.04.2018 00:00:00.000 GMT+0300,1.23278,1.23945,1.23231,1.23791,2.13E+11,1.2,2.1,1.19,0.48,1.69,2677.84,12391.41016
17.04.2018 00:00:00.000 GMT+0300,1.23783,1.24136,1.23362,1.23696,2.20E+11,1.2,2.1,1.19,0.48,1.69,2706.39,12585.57031
18.04.2018 00:00:00.000 GMT+0300,1.23693,1.23971,1.23418,1.23736,2.31E+11,1.2,2.1,1.19,0.48,1.69,2708.64,12590.83008
19.04.2018 00:00:00.000 GMT+0300,1.23737,1.24001,1.2329,1.23453,2.40E+11,1.2,2.1,1.19,0.48,1.69,2693.13,12567.41992
20.04.2018 00:00:00.000 GMT+0300,1.23451,1.23529,1.22499,1.22846,2.15E+11,1.2,2.1,1.19,0.48,1.7,2670.14,12540.5
21.04.2018 00:00:00.000 GMT+0300,1.22846,1.22846,1.22846,1.22846,0,1.2,2.1,1.19,0.48,1.7,2670.14,12540.5
22.04.2018 00:00:00.000 GMT+0300,1.22846,1.22846,1.22846,1.22846,0,1.2,2.1,1.19,0.48,1.7,2670.14,12540.5
23.04.2018 00:00:00.000 GMT+0300,1.22699,1.22894,1.21977,1.22084,2.46E+11,1.2,2.1,1.19,0.48,1.7,2670.29,12572.38965
24.04.2018 00:00:00.000 GMT+0300,1.22082,1.22448,1.21817,1.2232,2.25E+11,1.2,2.1,1.19,0.48,1.7,2634.56,12550.82031
25.04.2018 00:00:00.000 GMT+0300,1.22318,1.22387,1.216,1.21605,2.28E+11,1.2,2.1,1.19,0.48,1.7,2639.4,12422.29981
26.04.2018 00:00:00.000 GMT+0300,1.21608,1.22099,1.20962,1.21032,2.58E+11,1.2,2.1,1.19,0.48,1.7,2666.94,12500.46973
27.04.2018 00:00:00.000 GMT+0300,1.21029,1.21327,1.20556,1.21291,2.18E+11,1.2,2.1,1.19,0.48,1.7,2669.91,12580.87012
28.04.2018 00:00:00.000 GMT+0300,1.21291,1.21291,1.21291,1.21291,0,1.2,2.1,1.19,0.48,1.7,2669.91,12580.87012
29.04.2018 00:00:00.000 GMT+0300,1.21291,1.21291,1.21291,1.21291,0,1.2,2.1,1.19,0.48,1.7,2669.91,12580.87012
30.04.2018 00:00:00.000 GMT+0300,1.21224,1.21386,1.20643,1.20777,2.28E+11,1.2,2.1,1.19,0.48,1.69,2648.05,12612.11035
01.05.2018 00:00:00.000 GMT+0300,1.20768,1.20841,1.19814,1.19924,2.12E+11,2,2.2,1.27,0.45,1.7,2654.8,12612.11035
02.05.2018 00:00:00.000 GMT+0300,1.19922,1.20316,1.19378,1.19504,2.72E+11,2,2.2,1.27,0.45,1.7,2635.67,12802.25
03.05.2018 00:00:00.000 GMT+0300,1.19504,1.20087,1.19475,1.19881,2.61E+11,2,2.2,1.27,0.45,1.7,2629.73,12690.15039
04.05.2018 00:00:00.000 GMT+0300,1.19877,1.19954,1.19107,1.1955,2.17E+11,2,2.2,1.27,0.45,1.7,2663.42,12819.59961
05.05.2018 00:00:00.000 GMT+0300,1.1955,1.1955,1.1955,1.1955,0,2,2.2,1.27,0.45,1.7,2663.42,12819.59961
06.05.2018 00:00:00.000 GMT+0300,1.1955,1.1955,1.1955,1.1955,0,2,2.2,1.27,0.45,1.7,2663.42,12819.59961
07.05.2018 00:00:00.000 GMT+0300,1.19557,1.19779,1.18975,1.1922,1.99E+11,2,2.2,1.27,0.45,1.7,2672.63,12948.13965
08.05.2018 00:00:00.000 GMT+0300,1.19215,1.19387,1.1838,1.18641,2.39E+11,2,2.2,1.27,0.45,1.7,2671.92,12912.20996
09.05.2018 00:00:00.000 GMT+0300,1.18638,1.18969,1.18227,1.18502,2.37E+11,2,2.2,1.27,0.45,1.7,2697.79,12943.05957
10.05.2018 00:00:00.000 GMT+0300,1.18502,1.19463,1.18429,1.19149,2.63E+11,2,2.2,1.27,0.45,1.7,2723.07,13022.87012
11.05.2018 00:00:00.000 GMT+0300,1.19151,1.19678,1.18911,1.19395,2.27E+11,2,2.2,1.27,0.45,1.7,2727.72,13001.24023
12.05.2018 00:00:00.000 GMT+0300,1.19395,1.19395,1.19395,1.19395,0,2,2.2,1.27,0.45,1.7,2727.72,13001.24023
13.05.2018 00:00:00.000 GMT+0300,1.19395,1.19395,1.19395,1.19395,0,2,2.2,1.27,0.45,1.7,2727.72,13001.24023
14.05.2018 00:00:00.000 GMT+0300,1.19385,1.19959,1.1926,1.19261,2.46E+11,2,2.2,1.27,0.45,1.7,2730.13,12977.70996
15.05.2018 00:00:00.000 GMT+0300,1.19261,1.19384,1.18202,1.18376,2.56E+11,2,2.2,1.27,0.45,1.7,2711.45,12970.04004
16.05.2018 00:00:00.000 GMT+0300,1.18376,1.18541,1.17635,1.18068,2.83E+11,2,2.2,1.27,0.45,1.7,2722.46,12996.33008
17.05.2018 00:00:00.000 GMT+0300,1.18067,1.18373,1.17765,1.17936,2.96E+11,2,2.2,1.27,0.45,1.7,2720.13,13114.61035
18.05.2018 00:00:00.000 GMT+0300,1.17931,1.18221,1.17498,1.17689,2.38E+11,2,2.2,1.27,0.45,1.7,2712.97,13077.71973
19.05.2018 00:00:00.000 GMT+0300,1.17689,1.17689,1.17689,1.17689,0,2,2.2,1.27,0.45,1.7,2712.97,13077.71973
20.05.2018 00:00:00.000 GMT+0300,1.17689,1.17689,1.17689,1.17689,0,2,2.2,1.27,0.45,1.7,2712.97,13077.71973
21.05.2018 00:00:00.000 GMT+0300,1.17684,1.17954,1.17165,1.17912,2.31E+11,2,2.2,1.27,0.45,1.7,2733.01,13077.71973
22.05.2018 00:00:00.000 GMT+0300,1.1791,1.18296,1.17567,1.17784,2.56E+11,2,2.2,1.27,0.45,1.7,2724.44,13169.91992
23.05.2018 00:00:00.000 GMT+0300,1.17784,1.17895,1.16758,1.16952,3.06E+11,2,2.2,1.27,0.45,1.7,2733.29,12976.83984
24.05.2018 00:00:00.000 GMT+0300,1.16954,1.17501,1.16906,1.17192,2.90E+11,2,2.2,1.27,0.45,1.7,2727.76,12855.08984
25.05.2018 00:00:00.000 GMT+0300,1.17192,1.17335,1.16455,1.16478,2.66E+11,2,2.2,1.27,0.45,1.7,2721.33,12938.00977
26.05.2018 00:00:00.000 GMT+0300,1.16478,1.16478,1.16478,1.16478,0,2,2.2,1.27,0.45,1.7,2721.33,12938.00977
27.05.2018 00:00:00.000 GMT+0300,1.16478,1.16478,1.16478,1.16478,0,2,2.2,1.27,0.45,1.7,2721.33,12938.00977
28.05.2018 00:00:00.000 GMT+0300,1.16862,1.17283,1.16073,1.16242,2.15E+11,2,2.2,1.27,0.45,1.7,2721.33,12863.45996
29.05.2018 00:00:00.000 GMT+0300,1.16241,1.16394,1.15099,1.15395,3.28E+11,2,2.2,1.27,0.45,1.7,2689.86,12666.50977
30.05.2018 00:00:00.000 GMT+0300,1.15389,1.16759,1.15186,1.16635,3.21E+11,2,2.2,1.27,0.45,1.7,2724.01,12783.75977
31.05.2018 00:00:00.000 GMT+0300,1.16623,1.17243,1.1641,1.16918,2.87E+11,2,2.2,1.27,0.45,1.7,2705.27,12604.88965
01.06.2018 00:00:00.000 GMT+0300,1.16917,1.17178,1.1617,1.16584,2.74E+11,2,2.3,1.29,0.33,1.7,2734.62,12724.26953
02.06.2018 00:00:00.000 GMT+0300,1.16584,1.16584,1.16584,1.16584,0,2,2.3,1.29,0.33,1.7,2734.62,12724.26953
03.06.2018 00:00:00.000 GMT+0300,1.16584,1.16584,1.16584,1.16584,0,2,2.3,1.29,0.33,1.7,2734.62,12724.26953
04.06.2018 00:00:00.000 GMT+0300,1.16561,1.17444,1.16561,1.16982,2.40E+11,2,2.3,1.29,0.33,1.7,2746.87,12770.75
05.06.2018 00:00:00.000 GMT+0300,1.16984,1.1732,1.16525,1.17173,2.56E+11,2,2.3,1.29,0.33,1.7,2748.8,12787.12988
06.06.2018 00:00:00.000 GMT+0300,1.17173,1.17956,1.1712,1.17735,2.45E+11,2,2.3,1.29,0.33,1.7,2772.35,12830.07031
07.06.2018 00:00:00.000 GMT+0300,1.17734,1.18398,1.17726,1.17988,2.49E+11,2,2.3,1.29,0.33,1.7,2770.37,12811.04981
08.06.2018 00:00:00.000 GMT+0300,1.1798,1.18103,1.17271,1.17666,2.45E+11,2,2.3,1.29,0.33,1.7,2779.03,12766.54981
09.06.2018 00:00:00.000 GMT+0300,1.17666,1.17666,1.17666,1.17666,0,2,2.3,1.29,0.33,1.7,2779.03,12766.54981
10.06.2018 00:00:00.000 GMT+0300,1.17666,1.17666,1.17666,1.17666,0,2,2.3,1.29,0.33,1.7,2779.03,12766.54981
11.06.2018 00:00:00.000 GMT+0300,1.17736,1.18205,1.1771,1.17833,2.03E+11,2,2.3,1.29,0.33,1.7,2782,12842.91016
12.06.2018 00:00:00.000 GMT+0300,1.17833,1.18088,1.17334,1.17446,2.38E+11,2,2.3,1.29,0.33,1.7,2786.85,12842.29981
13.06.2018 00:00:00.000 GMT+0300,1.17448,1.18008,1.17254,1.17911,2.36E+11,2,2.3,1.29,0.33,1.7,2775.63,12890.58008
14.06.2018 00:00:00.000 GMT+0300,1.1791,1.18516,1.15628,1.15679,2.88E+11,2,2.3,1.29,0.33,1.9,2782.49,13107.09961
15.06.2018 00:00:00.000 GMT+0300,1.15679,1.16269,1.15432,1.16059,2.64E+11,2,2.3,1.29,0.33,1.9,2779.66,13010.54981
16.06.2018 00:00:00.000 GMT+0300,1.16059,1.16059,1.16059,1.16059,0,2,2.3,1.29,0.33,1.9,2779.66,13010.54981
17.06.2018 00:00:00.000 GMT+0300,1.16059,1.16059,1.16059,1.16059,0,2,2.3,1.29,0.33,1.9,2779.66,13010.54981
18.06.2018 00:00:00.000 GMT+0300,1.15874,1.16242,1.15653,1.16221,2.10E+11,2,2.3,1.29,0.33,1.9,2773.75,12834.11035
19.06.2018 00:00:00.000 GMT+0300,1.16224,1.16445,1.15307,1.15883,2.79E+11,2,2.3,1.29,0.33,1.91,2762.59,12677.96973
20.06.2018 00:00:00.000 GMT+0300,1.15886,1.15999,1.15365,1.15708,2.45E+11,2,2.3,1.29,0.33,1.92,2767.32,12695.16016
21.06.2018 00:00:00.000 GMT+0300,1.15701,1.16334,1.15082,1.16032,2.86E+11,2,2.3,1.29,0.33,1.92,2749.76,12511.91016
22.06.2018 00:00:00.000 GMT+0300,1.16023,1.16749,1.15984,1.16561,2.65E+11,2,2.3,1.29,0.33,1.92,2754.88,12579.71973
23.06.2018 00:00:00.000 GMT+0300,1.16561,1.16561,1.16561,1.16561,0,2,2.3,1.29,0.33,1.92,2754.88,12579.71973
24.06.2018 00:00:00.000 GMT+0300,1.16561,1.16561,1.16561,1.16561,0,2,2.3,1.29,0.33,1.92,2754.88,12579.71973
25.06.2018 00:00:00.000 GMT+0300,1.16622,1.1713,1.16286,1.17034,2.66E+11,2,2.3,1.29,0.33,1.92,2717.07,12270.33008
26.06.2018 00:00:00.000 GMT+0300,1.17033,1.17203,1.16348,1.16466,2.85E+11,2,2.3,1.29,0.33,1.92,2723.06,12234.33984
27.06.2018 00:00:00.000 GMT+0300,1.16459,1.1672,1.15407,1.15531,3.26E+11,2,2.3,1.29,0.33,1.91,2699.63,12348.61035
28.06.2018 00:00:00.000 GMT+0300,1.15534,1.16005,1.15271,1.15684,2.95E+11,2,2.3,1.29,0.33,1.91,2716.31,12177.23047
29.06.2018 00:00:00.000 GMT+0300,1.15681,1.16902,1.15582,1.16847,2.99E+11,2,2.3,1.29,0.33,1.91,2718.37,12306
30.06.2018 00:00:00.000 GMT+0300,1.16847,1.16847,1.16847,1.16847,0,2,2.3,1.29,0.33,1.91,2718.37,12306
01.07.2018 00:00:00.000 GMT+0300,1.16847,1.16847,1.16847,1.16847,0,2.2,2.4,1.22,0.28,1.91,2718.37,12306
02.07.2018 00:00:00.000 GMT+0300,1.16747,1.169,1.15911,1.16391,2.48E+11,2.2,2.4,1.22,0.28,1.91,2726.71,12238.16992
03.07.2018 00:00:00.000 GMT+0300,1.1639,1.16731,1.16204,1.16568,2.47E+11,2.2,2.4,1.22,0.28,1.91,2713.22,12349.13965
04.07.2018 00:00:00.000 GMT+0300,1.16569,1.16817,1.16305,1.16556,1.97E+11,2.2,2.4,1.22,0.28,1.91,2713.22,12317.61035
05.07.2018 00:00:00.000 GMT+0300,1.16554,1.17201,1.165,1.16903,2.67E+11,2.2,2.4,1.22,0.28,1.91,2736.61,12464.29004
06.07.2018 00:00:00.000 GMT+0300,1.16901,1.17676,1.168,1.17444,2.40E+11,2.2,2.4,1.22,0.28,1.91,2759.82,12496.16992
07.07.2018 00:00:00.000 GMT+0300,1.17444,1.17444,1.17444,1.17444,0,2.2,2.4,1.22,0.28,1.91,2759.82,12496.16992
08.07.2018 00:00:00.000 GMT+0300,1.17444,1.17444,1.17444,1.17444,0,2.2,2.4,1.22,0.28,1.91,2759.82,12496.16992
09.07.2018 00:00:00.000 GMT+0300,1.17392,1.17906,1.17326,1.17503,2.41E+11,2.2,2.4,1.22,0.28,1.91,2784.17,12543.88965
10.07.2018 00:00:00.000 GMT+0300,1.17502,1.17624,1.16901,1.17441,2.32E+11,2.2,2.4,1.22,0.28,1.91,2793.84,12609.84961
11.07.2018 00:00:00.000 GMT+0300,1.1744,1.1758,1.16653,1.16726,2.85E+11,2.2,2.4,1.22,0.28,1.91,2774.02,12417.12988
12.07.2018 00:00:00.000 GMT+0300,1.16728,1.16955,1.16497,1.16707,2.47E+11,2.2,2.4,1.22,0.28,1.91,2798.29,12492.96973
13.07.2018 00:00:00.000 GMT+0300,1.16705,1.16868,1.16129,1.16843,2.42E+11,2.2,2.4,1.22,0.28,1.91,2801.31,12540.73047
14.07.2018 00:00:00.000 GMT+0300,1.16843,1.16843,1.16843,1.16843,0,2.2,2.4,1.22,0.28,1.91,2801.31,12540.73047
15.07.2018 00:00:00.000 GMT+0300,1.16843,1.16843,1.16843,1.16843,0,2.2,2.4,1.22,0.28,1.91,2801.31,12540.73047
16.07.2018 00:00:00.000 GMT+0300,1.16896,1.17253,1.16756,1.17109,2.33E+11,2.2,2.4,1.22,0.28,1.91,2798.43,12561.01953
17.07.2018 00:00:00.000 GMT+0300,1.17108,1.17446,1.16496,1.16607,2.65E+11,2.2,2.4,1.22,0.28,1.91,2809.55,12661.54004
18.07.2018 00:00:00.000 GMT+0300,1.16608,1.16648,1.16019,1.16381,2.58E+11,2.2,2.4,1.22,0.28,1.91,2815.62,12765.94043
19.07.2018 00:00:00.000 GMT+0300,1.16381,1.16785,1.15748,1.16412,3.11E+11,2.2,2.4,1.22,0.28,1.91,2804.49,12686.29004
20.07.2018 00:00:00.000 GMT+0300,1.16407,1.17387,1.16262,1.17196,3.20E+11,2.2,2.4,1.22,0.28,1.91,2801.83,12561.41992
21.07.2018 00:00:00.000 GMT+0300,1.17196,1.17196,1.17196,1.17196,0,2.2,2.4,1.22,0.28,1.91,2801.83,12561.41992
22.07.2018 00:00:00.000 GMT+0300,1.17196,1.17196,1.17196,1.17196,0,2.2,2.4,1.22,0.28,1.91,2801.83,12561.41992
23.07.2018 00:00:00.000 GMT+0300,1.17252,1.17497,1.16836,1.16915,2.49E+11,2.2,2.4,1.22,0.28,1.91,2806.98,12548.57031
24.07.2018 00:00:00.000 GMT+0300,1.16914,1.17168,1.16545,1.16857,2.51E+11,2.2,2.4,1.22,0.28,1.91,2820.4,12689.38965
25.07.2018 00:00:00.000 GMT+0300,1.16861,1.17385,1.1664,1.17281,2.58E+11,2.2,2.4,1.22,0.28,1.91,2846.07,12579.33008
26.07.2018 00:00:00.000 GMT+0300,1.17282,1.17436,1.16402,1.16424,2.57E+11,2.2,2.4,1.22,0.28,1.91,2837.44,12809.23047
27.07.2018 00:00:00.000 GMT+0300,1.16425,1.16642,1.16203,1.16559,2.25E+11,2.2,2.4,1.22,0.28,1.91,2818.82,12860.40039
28.07.2018 00:00:00.000 GMT+0300,1.16559,1.16559,1.16559,1.16559,0,2.2,2.4,1.22,0.28,1.91,2818.82,12860.40039
29.07.2018 00:00:00.000 GMT+0300,1.16559,1.16559,1.16559,1.16559,0,2.2,2.4,1.22,0.28,1.91,2818.82,12860.40039
30.07.2018 00:00:00.000 GMT+0300,1.16561,1.17186,1.16479,1.17052,1.93E+11,2.2,2.4,1.22,0.28,1.91,2802.6,12798.2002
31.07.2018 00:00:00.000 GMT+0300,1.1705,1.17458,1.16838,1.16908,2.27E+11,2.2,2.4,1.22,0.28,1.91,2816.29,12805.5
01.08.2018 00:00:00.000 GMT+0300,1.16907,1.16994,1.16572,1.16595,2.30E+11,2.1,2.2,1.3,0.29,1.91,2813.36,12737.04981
02.08.2018 00:00:00.000 GMT+0300,1.16595,1.16675,1.15816,1.1584,2.29E+11,2.1,2.2,1.3,0.29,1.91,2827.22,12546.33008
03.08.2018 00:00:00.000 GMT+0300,1.1584,1.16105,1.15603,1.1567,2.44E+11,2.1,2.2,1.3,0.29,1.91,2840.35,12615.75977
04.08.2018 00:00:00.000 GMT+0300,1.1567,1.1567,1.1567,1.1567,0,2.1,2.2,1.3,0.29,1.91,2840.35,12615.75977
05.08.2018 00:00:00.000 GMT+0300,1.1567,1.1567,1.1567,1.1567,0,2.1,2.2,1.3,0.29,1.91,2840.35,12615.75977
06.08.2018 00:00:00.000 GMT+0300,1.15663,1.15705,1.153,1.15533,2.03E+11,2.1,2.2,1.3,0.29,1.91,2850.4,12598.20996
07.08.2018 00:00:00.000 GMT+0300,1.15532,1.16082,1.15501,1.1598,2.11E+11,2.1,2.2,1.3,0.29,1.91,2858.45,12648.19043
08.08.2018 00:00:00.000 GMT+0300,1.1598,1.16281,1.15732,1.16097,2.05E+11,2.1,2.2,1.3,0.29,1.91,2857.7,12633.54004
09.08.2018 00:00:00.000 GMT+0300,1.16097,1.16192,1.15254,1.15267,2.25E+11,2.1,2.2,1.3,0.29,1.91,2853.58,12676.11035
10.08.2018 00:00:00.000 GMT+0300,1.15266,1.15363,1.13881,1.1409,3.00E+11,2.1,2.2,1.3,0.29,1.91,2833.28,12424.34961
11.08.2018 00:00:00.000 GMT+0300,1.1409,1.1409,1.1409,1.1409,0,2.1,2.2,1.3,0.29,1.91,2833.28,12424.34961
12.08.2018 00:00:00.000 GMT+0300,1.1409,1.1409,1.1409,1.1409,0,2.1,2.2,1.3,0.29,1.91,2833.28,12424.34961
13.08.2018 00:00:00.000 GMT+0300,1.1371,1.14328,1.13649,1.14096,2.70E+11,2.1,2.2,1.3,0.29,1.91,2821.93,12358.74023
14.08.2018 00:00:00.000 GMT+0300,1.14096,1.14294,1.13302,1.13434,2.57E+11,2.1,2.2,1.3,0.29,1.91,2839.96,12358.87012
